Year,Series,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,OCCUPATION,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,DISABILITY_STATUS,ACTIVITY,PRODUCT,Units,Value
2000,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.4
2001,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.4
2002,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
2003,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
2004,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
2005,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
2006,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
2007,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
2008,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
2009,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
2010,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
2011,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
2012,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
2013,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
2014,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
2015,ER_H2O_STRESS,,None,None,None,None,None,None,None,None,None,None,None,PT,8.3
