Year,Value,Units,Series
2006,0.0,PER_100_POP,IT_NET_BBND
2007,0.04,PER_100_POP,IT_NET_BBND
2008,0.05,PER_100_POP,IT_NET_BBND
2009,0.06,PER_100_POP,IT_NET_BBND
2010,0.22,PER_100_POP,IT_NET_BBND
2011,0.35,PER_100_POP,IT_NET_BBND
2012,0.85,PER_100_POP,IT_NET_BBND
2013,1.16,PER_100_POP,IT_NET_BBND
2014,0.93,PER_100_POP,IT_NET_BBND
2015,1.12,PER_100_POP,IT_NET_BBND
2016,0.82,PER_100_POP,IT_NET_BBND
2017,1.82,PER_100_POP,IT_NET_BBND
2018,2.82,PER_100_POP,IT_NET_BBND
2006,963.0,NUMBER,IT_NET_BBNDN
2007,10957.0,NUMBER,IT_NET_BBNDN
2008,12000.0,NUMBER,IT_NET_BBNDN
2009,17078.0,NUMBER,IT_NET_BBNDN
2010,60177.0,NUMBER,IT_NET_BBNDN
2011,94656.0,NUMBER,IT_NET_BBNDN
2012,230618.0,NUMBER,IT_NET_BBNDN
2013,311457.0,NUMBER,IT_NET_BBNDN
2014,250602.0,NUMBER,IT_NET_BBNDN
2015,302705.0,NUMBER,IT_NET_BBNDN
2016,224184.0,NUMBER,IT_NET_BBNDN
2017,503206.0,NUMBER,IT_NET_BBNDN
2018,791961.0,NUMBER,IT_NET_BBNDN
