Year,Value,Units,Series
2005,134656.0,USD,VC_DSR_AGLH
2006,23534154.0,USD,VC_DSR_AGLH
2007,6991027.0,USD,VC_DSR_AGLH
2008,39864900.0,USD,VC_DSR_AGLH
2009,22561069.0,USD,VC_DSR_AGLH
2010,8433786.0,USD,VC_DSR_AGLH
2015,354391634.0,USD,VC_DSR_AGLH
2016,1234143198.0,USD,VC_DSR_AGLH
2017,843018942.0,USD,VC_DSR_AGLH
2018,11535686.0,USD,VC_DSR_AGLH
2005,14.0,NUMBER,VC_DSR_BSDN
2006,9.0,NUMBER,VC_DSR_BSDN
2007,42.0,NUMBER,VC_DSR_BSDN
2008,86.0,NUMBER,VC_DSR_BSDN
2009,70.0,NUMBER,VC_DSR_BSDN
2010,65.0,NUMBER,VC_DSR_BSDN
2013,1.0,NUMBER,VC_DSR_BSDN
2014,1.0,NUMBER,VC_DSR_BSDN
2015,3.0,NUMBER,VC_DSR_BSDN
2017,3.0,NUMBER,VC_DSR_BSDN
2018,4.0,NUMBER,VC_DSR_BSDN
2019,2.0,NUMBER,VC_DSR_BSDN
2005,20.0,NUMBER,VC_DSR_CDAN
2007,32.0,NUMBER,VC_DSR_CDAN
2008,76.0,NUMBER,VC_DSR_CDAN
2009,108.0,NUMBER,VC_DSR_CDAN
2010,39.0,NUMBER,VC_DSR_CDAN
2015,51723.0,NUMBER,VC_DSR_CDAN
2016,46.0,NUMBER,VC_DSR_CDAN
2017,6532.0,NUMBER,VC_DSR_CDAN
2018,304.0,NUMBER,VC_DSR_CDAN
2016,46.0,NUMBER,VC_DSR_CDYN
2017,5421.0,NUMBER,VC_DSR_CDYN
2018,304.0,NUMBER,VC_DSR_CDYN
2015,87300000.0,USD,VC_DSR_CHLN
2016,3185040.0,USD,VC_DSR_CHLN
2017,4750000.0,USD,VC_DSR_CHLN
2005,4855062.0,USD,VC_DSR_CILN
2006,1380.0,USD,VC_DSR_CILN
2007,1469802.0,USD,VC_DSR_CILN
2008,6842509.0,USD,VC_DSR_CILN
2009,4958950.0,USD,VC_DSR_CILN
2010,1822486.0,USD,VC_DSR_CILN
2015,593721878.0,USD,VC_DSR_CILN
2016,16333447.0,USD,VC_DSR_CILN
2017,221556150.0,USD,VC_DSR_CILN
2018,6058862.0,USD,VC_DSR_CILN
2015,1448898700.0,USD,VC_DSR_DDPA
2005,20.0,NUMBER,VC_DSR_EFDN
2007,31.0,NUMBER,VC_DSR_EFDN
2008,67.0,NUMBER,VC_DSR_EFDN
2009,104.0,NUMBER,VC_DSR_EFDN
2010,38.0,NUMBER,VC_DSR_EFDN
2015,51277.0,NUMBER,VC_DSR_EFDN
2017,1012.0,NUMBER,VC_DSR_EFDN
2005,14.0,NUMBER,VC_DSR_ESDN
2006,8.0,NUMBER,VC_DSR_ESDN
2007,38.0,NUMBER,VC_DSR_ESDN
2008,74.0,NUMBER,VC_DSR_ESDN
2009,66.0,NUMBER,VC_DSR_ESDN
2010,62.0,NUMBER,VC_DSR_ESDN
2015,1.0,NUMBER,VC_DSR_ESDN
2017,1.0,NUMBER,VC_DSR_ESDN
2018,2.0,NUMBER,VC_DSR_ESDN
2019,2.0,NUMBER,VC_DSR_ESDN
2007,1.0,NUMBER,VC_DSR_HFDN
2008,9.0,NUMBER,VC_DSR_HFDN
2009,4.0,NUMBER,VC_DSR_HFDN
2010,1.0,NUMBER,VC_DSR_HFDN
2015,446.0,NUMBER,VC_DSR_HFDN
2017,99.0,NUMBER,VC_DSR_HFDN
2005,36584625.0,USD,VC_DSR_HOLH
2006,93670500.0,USD,VC_DSR_HOLH
2007,228373125.0,USD,VC_DSR_HOLH
2008,391704375.0,USD,VC_DSR_HOLH
2009,140482312.0,USD,VC_DSR_HOLH
2010,289118700.0,USD,VC_DSR_HOLH
2011,37948950.0,USD,VC_DSR_HOLH
2012,104036400.0,USD,VC_DSR_HOLH
2013,59395050.0,USD,VC_DSR_HOLH
2014,381645412.0,USD,VC_DSR_HOLH
2015,20074296712.0,USD,VC_DSR_HOLH
2016,87988688.0,USD,VC_DSR_HOLH
2017,2009451900.0,USD,VC_DSR_HOLH
2018,3891140.0,USD,VC_DSR_HOLH
2019,27742276.0,USD,VC_DSR_HOLH
2006,1.0,NUMBER,VC_DSR_HSDN
2007,4.0,NUMBER,VC_DSR_HSDN
2008,12.0,NUMBER,VC_DSR_HSDN
2009,4.0,NUMBER,VC_DSR_HSDN
2010,3.0,NUMBER,VC_DSR_HSDN
2015,1.0,NUMBER,VC_DSR_HSDN
2017,1.0,NUMBER,VC_DSR_HSDN
2005,0.00507,PT,VC_DSR_LSGP
2006,0.01318,PT,VC_DSR_LSGP
2007,0.02184,PT,VC_DSR_LSGP
2008,0.03785,PT,VC_DSR_LSGP
2009,0.01328,PT,VC_DSR_LSGP
2010,0.01846,PT,VC_DSR_LSGP
2011,0.00209,PT,VC_DSR_LSGP
2012,0.00587,PT,VC_DSR_LSGP
2013,0.00331,PT,VC_DSR_LSGP
2014,0.01905,PT,VC_DSR_LSGP
2015,1.09177,PT,VC_DSR_LSGP
2016,0.06472,PT,VC_DSR_LSGP
2017,0.12264,PT,VC_DSR_LSGP
2018,0.00078,PT,VC_DSR_LSGP
2019,0.00093,PT,VC_DSR_LSGP
2011,0.0,NUMBER,VC_DSR_OBDN
2012,0.0,NUMBER,VC_DSR_OBDN
2013,1.0,NUMBER,VC_DSR_OBDN
2014,1.0,NUMBER,VC_DSR_OBDN
2015,1.0,NUMBER,VC_DSR_OBDN
2016,0.0,NUMBER,VC_DSR_OBDN
2017,1.0,NUMBER,VC_DSR_OBDN
2018,2.0,NUMBER,VC_DSR_OBDN
2019,0.0,NUMBER,VC_DSR_OBDN
